	Sample ID (registered at the BioSamples ...)	Sample ID (registered at the European Nu...)	Basis	Campaign	Station	Device	Event	Date/Time	Latitude	Longitude	Env feature	Depth, nominal	Depth top [m]	Depth bot [m]	Fraction lower [µm]	Fraction upper [µm]	Sample material	Sample method	Sample label	MP biome	OS region	BG province	Sea ice conc [%]	Sea ice free period start DOY [day]	Sea Ice free period [days]	Sea ice free period end DOY [day]	Season (at the sampling location and ...)	Season (at the sampling location and ...).1	Moon phase nominal	Moon phase proportion	Time of day	SSD [min]	PAR day [mol quanta/m**2/day] (at the sampling location and ...)	PAR day [mol quanta/m**2/day] (calculated from AMODIS produc...)	PAR day [mol quanta/m**2/day] (Calculated from GlobColour pr...)	PAR day [mol quanta/m**2/day] (at the sampling location for ...)	SST grad h [°C/100 km] (calculated from AMODIS products)	Fe tot [µmol/l]	Fe std dev [±]	[NH4]+ [µmol/l]	[NH4]+ std dev [±]	[NO2]- [µmol/l]	[NO2]- std dev [±]	[NO3]- [µmol/l]	NO3 std dev [±]	SSfCDOM [ppb (QSE)]	SSChla [mg/m**3]	Chl a conc [mg/m**2]	Ssphi sat [%]	NPP C [mg/m**2/day] (Calculated using the Arctic-a...)	NPP C [mg/m**2/day] (calculated from VGPM products)	TSS [mg/l]	POC [µg/kg]	PIC [mol/m**3]	Bathy depth [m]	Latitude (of the closest geographic coo...)	Longitude (of the closest geographic coo...)	Distance [km]	SST grad h [°C/100 km] (at the sampling location and ...)	SSM index [1/s**2]	u [cm/s]	v [cm/s]	OW	MLE [1/day]	RT [days]	Latitude (of the continental shelf with...)	Longitude (of the continental shelf with...)	Age [days]	Latitude (of the geographic coordinate ...)	Longitude (of the geographic coordinate ...)	study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title	_merge
541																																																																							PRJEB4352	SAMEA2189669	ERS327856	ERX288948	ERR315826	408172.0	marine metagenome	unspecified	PAIRED	91989335.0	19133781680.0	unspecified paired end sequencing; Marine metagenome GA IIx Pairee	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AADOSP_5_C002FABXX	run_AHX_AADOSP_5_C002FABXX	7926751629;7889670116	7c09eb5f0e493bc3cba54de7abb2b898;a6d21d6fa09991ffc9cec7bae5da1444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315826/ERR315826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315826/ERR315826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_5_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_5_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_5_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AADOSP_5_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315826	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315826		sample_AHX_408172_7DCM1SSUU11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
512																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288835	ERR315695	408172.0	marine metagenome	454 GS FLX Titanium	SINGLE	501271.0	246256437.0	454 GS FLX Titanium sequencing; Marine metagenome Titanium Multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_1.GAC.AHX_AAIOTM_GJMJM7001.RLMID11	run_1.GAC.AHX_AAIOTM_GJMJM7001.RLMID11	86463740	2db77946e029ea6aec2b3980db614d95	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315695/ERR315695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAIOTM_GJMJM7001.RLMID11.sff	ftp.sra.ebi.ac.uk/vol1/ERA241/ERA241291/sff/AHX_AAIOTM_GJMJM7001.RLMID11.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315695	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315695		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
514																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288971	ERR315799	408172.0	marine metagenome	unspecified	PAIRED	37024500.0	7997292000.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAIOSU_7_624YLAAXX	run_AHX_AAIOSU_7_624YLAAXX	3113241337;3220368698	f330d80a1484a9d5e108e0d1fdc84113;a311436616831aa77a33221f510dd287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315799/ERR315799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315799/ERR315799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315799	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315799		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
519																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288970	ERR315804	408172.0	marine metagenome	unspecified	PAIRED	99259325.0	20645939600.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAIOSU_6_C002FABXX	run_AHX_AAIOSU_6_C002FABXX	8213704848;8260292292	c86b552e133e4b527813e072866c2247;f9fabbbb8718fe375a3edcf216b411a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315804/ERR315804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315804/ERR315804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_6_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_6_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_6_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_6_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315804	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315804		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
521																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288957	ERR315806	408172.0	marine metagenome	unspecified	PAIRED	36807082.0	7950329712.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAIOSU_8_624YLAAXX	run_AHX_AAIOSU_8_624YLAAXX	3086179854;3181062907	d44bde14fc48e1261330a5e6a910da49;65a08630d07c40d5e41bb193c65edb5d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315806/ERR315806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315806/ERR315806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_1_624YLAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_2_624YLAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315806	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315806		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
531																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288974	ERR315816	408172.0	marine metagenome	unspecified	PAIRED	100085002.0	20817680416.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAIOSU_7_C002FABXX	run_AHX_AAIOSU_7_C002FABXX	8263219815;8309890454	4ff478b5f1d76ecaf65298c0b5b9701b;06e6bd767a9e1b3d9e20700e9559289c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315816/ERR315816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315816/ERR315816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_7_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315816	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315816		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
533																																																																							PRJEB4352	SAMEA2189666	ERS327853	ERX288946	ERR315818	408172.0	marine metagenome	unspecified	PAIRED	98000019.0	20384003952.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAIOSU_8_C002FABXX	run_AHX_AAIOSU_8_C002FABXX	8033662587;8093547264	ed5b43c5e2204499f920a355cdb9eb41;73725e6350d0a221bb2fb1184e9fa8b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315818/ERR315818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315818/ERR315818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_1_C002FABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242028/fastq/AHX_AAIOSU_8_2_C002FABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315818	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315818		sample_AHX_408172_7DCM1MMQQ12	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protists	right_only
543																																																																							PRJEB4352	SAMEA2189659	ERS329506	ERX291760	ERR318582	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	84672037.0	17611783696.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAQOSU_6_81DHRABXX	run_AHX_AAQOSU_6_81DHRABXX	7414519789;7313308742	b7ac44c7495f68b5f5328f750416d74c;058197f4b7da8c05913012b392cc44ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318582/ERR318582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318582/ERR318582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAQOSU_6_1_81DHRABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAQOSU_6_2_81DHRABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAQOSU_6_1_81DHRABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAQOSU_6_2_81DHRABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318582	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318582		sample_AHX_408172_23SUR2GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
544																																																																							PRJEB4352	SAMEA2189660	ERS329507	ERX291738	ERR318583	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	30664474.0	6623526384.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AASOSU_2_62FGDAAXX	run_AHX_AASOSU_2_62FGDAAXX	2560514403;2665838942	cbfa75cad8ddcf25cfa5202ad20a111a;503c3dd0f7e206bdfdd540f5f04034ae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318583/ERR318583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318583/ERR318583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_2_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_2_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_2_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_2_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318583	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318583		sample_AHX_408172_23SUR2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
555																																																																							PRJEB4352	SAMEA2189660	ERS329507	ERX291750	ERR318594	408172.0	marine metagenome	Illumina HiSeq 2000	PAIRED	24971593.0	5393864088.0	Illumina HiSeq 2000 paired end sequencing; Marine metagenome HiSeq 2000 Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AASOSU_1_62FGDAAXX	run_AHX_AASOSU_1_62FGDAAXX	2040450511;2096005394	c089f6e1b4d93b9b50fcabd09ca97342;a4fa95451e4be183bb3f38694345d46a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318594/ERR318594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318594/ERR318594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_1_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_1_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_1_1_62FGDAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AASOSU_1_2_62FGDAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318594	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318594		sample_AHX_408172_23SUR2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
545																																																																							PRJEB4352	SAMEA2189661	ERS329508	ERX291757	ERR318584	408172.0	marine metagenome	unspecified	PAIRED	33782045.0	7296921720.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABAOSU_4_627DCAAXX	run_AHX_ABAOSU_4_627DCAAXX	2869874422;2956501498	11a494074e7327257577c23b447950a2;829ef46474cfb2a752fc63f77b475eab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318584/ERR318584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318584/ERR318584_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_4_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_4_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_4_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_4_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318584	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318584		sample_AHX_408172_30DCM2MMQQ11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
572																																																																							PRJEB4352	SAMEA2189661	ERS329508	ERX291759	ERR318611	408172.0	marine metagenome	unspecified	PAIRED	32869396.0	7099789536.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABAOSU_3_627DCAAXX	run_AHX_ABAOSU_3_627DCAAXX	2802520757;2876235433	415601aed582d86499c6fea398818596;cc867914e9711edae03f051fc2d9d743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318611/ERR318611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318611/ERR318611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_3_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_3_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_3_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABAOSU_3_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318611	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318611		sample_AHX_408172_30DCM2MMQQ11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
546																																																																							PRJEB4352	SAMEA2189658	ERS329505	ERX291747	ERR318585	408172.0	marine metagenome	unspecified	PAIRED	40501296.0	8748279936.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABEOSU_2_62J5HAAXX	run_AHX_ABEOSU_2_62J5HAAXX	3543290332;3741379892	24ea9563d5ee1fbd448c506138cc820a;61a302b6c9adb02ed949986611b106f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318585/ERR318585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318585/ERR318585_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_2_1_62J5HAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_2_2_62J5HAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_2_1_62J5HAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_2_2_62J5HAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318585	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318585		sample_AHX_408172_30SUR2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
577																																																																							PRJEB4352	SAMEA2189658	ERS329505	ERX291730	ERR318616	408172.0	marine metagenome	unspecified	PAIRED	38631590.0	8344423440.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_ABEOSU_1_62J5HAAXX	run_AHX_ABEOSU_1_62J5HAAXX	3382335185;3565956967	c7b1ed40ca25b9430fcfb7e1a7c0abd8;b37bc75a920455642711b4b61ea38f65	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318616/ERR318616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318616/ERR318616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_1_1_62J5HAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_1_2_62J5HAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_1_1_62J5HAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_ABEOSU_1_2_62J5HAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318616	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318616		sample_AHX_408172_30SUR2QQSS11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
547																																																																							PRJEB4352	SAMEA2189655	ERS329502	ERX291752	ERR318586	408172.0	marine metagenome	unspecified	PAIRED	17523737.0	3574842348.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAVOSW_8_62FL1AAXX.M1C	run_AHX_AAVOSW_8_62FL1AAXX.M1C	1581000331;1083281649	bf885c1230102c552f8bd8d7bc02e9c4;17f42ba1b34625835de7d43df510e241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318586/ERR318586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318586/ERR318586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_8_1_62FL1AAXX.M1C.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_8_2_62FL1AAXX.M1C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_8_1_62FL1AAXX.M1C.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_8_2_62FL1AAXX.M1C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318586	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318586		sample_AHX_408172_30DCM2GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
551																																																																							PRJEB4352	SAMEA2189655	ERS329502	ERX291758	ERR318590	408172.0	marine metagenome	unspecified	PAIRED	32853264.0	7096305024.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAVOSU_2_627DCAAXX	run_AHX_AAVOSU_2_627DCAAXX	2879961815;2950306274	3408396c924a91b6afcd74e2b85fa540;b1d96a6d1d18a477da4f6b0c19a841a4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318590/ERR318590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318590/ERR318590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_2_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_2_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_2_1_627DCAAXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSU_2_2_627DCAAXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318590	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318590		sample_AHX_408172_30DCM2GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
558																																																																							PRJEB4352	SAMEA2189655	ERS329502	ERX291764	ERR318597	408172.0	marine metagenome	unspecified	PAIRED	18317955.0	3736862820.0	unspecified paired end sequencing; Marine metagenome GA IIx Simple ou Paire multiplex	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	exp_AHX_AAVOSW_7_62FL1AAXX.M1C	run_AHX_AAVOSW_7_62FL1AAXX.M1C	1674966121;1074711032	ea291838b4eac529a716b9825109fb74;7e1f9317300e97f799b10ec0a778270f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318597/ERR318597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318597/ERR318597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_7_1_62FL1AAXX.M1C.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_7_2_62FL1AAXX.M1C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_7_1_62FL1AAXX.M1C.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA242/ERA242243/fastq/AHX_AAVOSW_7_2_62FL1AAXX.M1C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318597	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318597		sample_AHX_408172_30DCM2GGMM11	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist	right_only
